Time,UAV_X,UAV_Y,UAV_Z,Boat_X,Boat_Y,Boat_Z,Dist_XY,Dist_Z,Rel_Speed,Success,Reason

1.77278e+09,4.96762,0.00272067,-0.169104,4.92,0,-0.211105,0.0476951,0.0420008,1.1136,1,Perfect_Timeout
1.77279e+09,4.93094,0.000940477,0.262369,4.92,0,0.222492,0.0109756,0.0398771,1.22843,1,Early_Touchdown
