Time,Success,UAV_X,UAV_Y,UAV_Z,UAV_VX,UAV_VY,UAV_VZ,Boat_X,Boat_Y,Boat_Z,Boat_VX,Boat_VY,Boat_VZ,Err_XY,Err_Z,Rel_Vel,UAV_Roll,UAV_Pitch,UAV_Yaw,Rel_Yaw

