SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77555e+09,1.62217,16.0559,1.88937,1.71678,17.1678,-0.191329,-0.954548,3.74203e-05
1.77555e+09,1.62265,16.0612,1.88173,1.71805,17.1805,-0.191328,-0.955552,3.74203e-05
1.77555e+09,1.62386,16.0748,1.8626,1.71955,17.1955,-0.191328,-0.957938,3.74203e-05
1.77555e+09,1.6246,16.0832,1.85109,1.72077,17.2077,-0.191327,-0.959287,3.74203e-05
1.77555e+09,1.62542,16.0924,1.83861,1.72201,17.2201,-0.191327,-0.960723,3.74203e-05
1.77555e+09,1.62619,16.101,1.82708,1.72331,17.2331,-0.191326,-0.96203,3.74203e-05
1.77555e+09,1.62717,16.112,1.81263,1.72465,17.2465,-0.191326,-0.96364,3.74203e-05
1.77555e+09,1.62784,16.1195,1.80299,1.72618,17.2618,-0.0938893,-0.964676,3.81715e-05
1.77555e+09,1.62905,16.1331,1.78561,1.7276,17.276,-0.0938888,-0.966463,3.81715e-05
1.77555e+09,1.62988,16.1424,1.77401,1.72894,17.2894,-0.0938883,-0.967612,3.81715e-05
1.77555e+09,1.63079,16.1527,1.76142,1.7302,17.302,-0.0938878,-0.968803,3.81715e-05
1.77555e+09,1.63186,16.1648,1.74688,1.73162,17.3162,-0.0938872,-0.970124,3.81715e-05
1.77555e+09,1.63272,16.1746,1.73523,1.7329,17.329,-0.0938868,-0.971154,3.81715e-05
1.77555e+09,1.63368,16.1854,1.7226,1.73428,17.3428,-0.0938862,-0.97225,3.81715e-05
1.77555e+09,1.63405,16.1897,1.71774,1.73558,17.3558,-0.0938857,-0.972668,3.81715e-05
1.77555e+09,1.63571,16.2086,1.69632,1.73664,17.3664,0.00620065,-0.974453,3.80401e-05
1.77555e+09,1.6367,16.2201,1.68364,1.73791,17.3791,0.00620114,-0.975473,3.80401e-05
1.77555e+09,1.63764,16.2308,1.67193,1.73912,17.3912,0.00620161,-0.976378,3.80401e-05
1.77555e+09,1.63866,16.2426,1.65923,1.74041,17.4041,0.00620211,-0.977333,3.80401e-05
1.77555e+09,1.63986,16.2566,1.64457,1.74177,17.4177,0.00620263,-0.978418,3.80401e-05
1.77555e+09,1.64043,16.2632,1.63771,1.74324,17.4324,0.0062032,-0.978921,3.80401e-05
1.77555e+09,1.6424,16.2862,1.6142,1.74531,17.4531,0.105893,-0.980648,3.90767e-05
1.77555e+09,1.64366,16.301,1.59948,1.74666,17.4666,0.105893,-0.981708,3.90767e-05
1.77555e+09,1.64468,16.313,1.5877,1.74797,17.4797,0.105894,-0.982525,3.90767e-05
1.77555e+09,1.64579,16.3262,1.57492,1.74928,17.4928,0.105894,-0.983358,3.90767e-05
1.77555e+09,1.64684,16.3386,1.56311,1.7506,17.506,0.105895,-0.98407,3.90767e-05
1.77555e+09,1.64798,16.3522,1.55032,1.75211,17.5211,0.105895,-0.984748,3.90767e-05
1.77555e+09,1.64798,16.3522,1.55032,1.75365,17.5365,0.105896,-0.984748,3.90767e-05
1.77555e+09,1.65086,16.3866,1.51878,1.7554,17.554,0.204472,-0.985962,3.82967e-05
1.77555e+09,1.65224,16.4032,1.50399,1.75678,17.5678,0.204472,-0.986356,3.82967e-05
1.77555e+09,1.65345,16.4177,1.49117,1.758,17.58,0.204473,-0.986585,3.82967e-05
1.77555e+09,1.65459,16.4314,1.47933,1.75934,17.5934,0.204473,-0.986703,3.82967e-05
1.77555e+09,1.65554,16.4429,1.46946,1.76064,17.6064,0.204474,-0.986732,3.82967e-05
1.77555e+09,1.65583,16.4464,1.4665,1.76196,17.6196,0.204474,-0.986728,3.82967e-05
1.77555e+09,1.65846,16.4781,1.43986,1.76352,17.6352,0.204475,-0.986482,3.82967e-05
1.77555e+09,1.65976,16.4937,1.42704,1.76479,17.6479,0.204475,-0.986231,3.82967e-05
1.77555e+09,1.66097,16.5083,1.4152,1.76604,17.6604,0.301295,-0.985893,3.75155e-05
1.77555e+09,1.6625,16.5267,1.40042,1.7674,17.674,0.301295,-0.985346,3.75155e-05
1.77555e+09,1.66354,16.5392,1.39057,1.76864,17.6864,0.301296,-0.984903,3.75155e-05
1.77555e+09,1.66354,16.5392,1.39057,1.77015,17.7015,0.301296,-0.984903,3.75155e-05
1.77555e+09,1.66703,16.5811,1.3581,1.77159,17.7159,0.301297,-0.982872,3.75155e-05
1.77555e+09,1.66833,16.5966,1.34631,1.77292,17.7292,0.301297,-0.981949,3.75155e-05
1.77555e+09,1.66976,16.6136,1.33355,1.77424,17.7424,0.301298,-0.980837,3.75155e-05
1.77555e+09,1.67109,16.6295,1.32179,1.77548,17.7548,0.394889,-0.979681,3.64315e-05
1.77555e+09,1.67256,16.6469,1.30906,1.77684,17.7684,0.39489,-0.978304,3.64315e-05
1.77555e+09,1.67279,16.6496,1.3071,1.77823,17.7823,0.39489,-0.978082,3.64315e-05
1.77555e+09,1.67578,16.6849,1.28171,1.77964,17.7964,0.394891,-0.974945,3.64315e-05
1.77555e+09,1.67719,16.7014,1.27002,1.78096,17.8096,0.394891,-0.973351,3.64315e-05
1.77555e+09,1.67909,16.7237,1.25447,1.78266,17.8266,0.394892,-0.971107,3.64315e-05
1.77555e+09,1.68066,16.742,1.24186,1.78396,17.8396,0.394892,-0.969199,3.64315e-05
1.77555e+09,1.68152,16.7519,1.23508,1.78511,17.8511,0.484656,-0.968134,3.47204e-05
1.77555e+09,1.68152,16.7519,1.23508,1.78641,17.8641,0.484656,-0.968134,3.47204e-05
1.77555e+09,1.68512,16.7935,1.20707,1.78772,17.8772,0.484657,-0.96338,3.47204e-05
1.77555e+09,1.68676,16.8124,1.19456,1.78906,17.8906,0.484657,-0.961122,3.47204e-05
