Time,UAV_X,UAV_Y,UAV_Z,Boat_X,Boat_Y,Boat_Z,Dist_XY,Dist_Z,Rel_Speed,Rel_VZ,Wave_Z,Success,Reason
1.77493e+09,2.96586,17.3665,-1.7762,2.94643,17.6786,-1.91722,0.312738,0.141012,2.16914,2.0067,-1.91722,1,Touchdown_Success
1.77493e+09,3.97069,22.1386,-1.93956,3.75336,22.5201,-1.37159,0.439091,0.567972,2.88696,1.67769,-1.37159,1,Touchdown_Success
1.77493e+09,3.48469,18.2272,-1.48247,3.03911,18.2346,-1.25493,0.445643,0.227546,2.94278,2.50326,-1.25493,1,Touchdown_Success
1.77493e+09,3.74501,19.1767,-3.01297,3.16473,18.9884,1.77503,0.610065,4.788,1.86219,1.68307,1.77503,0,Timeout_Fail
1.77493e+09,3.03614,18.1923,-0.848586,3.05187,18.3112,1.98992,0.119969,2.8385,0.385965,0.231446,1.98992,0,Timeout_Fail
1.77493e+09,3.77966,17.4245,-2.43941,3.00136,18.0081,-1.45243,0.972817,0.986976,1.60241,0.697895,-1.45243,0,Timeout_Fail
1.77493e+09,3.29745,19.7594,-1.29122,3.31465,19.8879,-1.43001,0.129691,0.138782,2.79314,2.41848,-1.43001,1,Touchdown_Success
1.77493e+09,3.00545,18.1202,-1.33815,3.02206,18.1323,1.29036,0.0205654,2.62851,0.349503,0.325831,1.29036,0,Timeout_Fail
1.77493e+09,2.37749,15.6797,1.11792,2.62883,15.773,1.51798,0.268082,0.400053,2.98046,2.49956,1.51798,1,Touchdown_Success
1.77493e+09,2.77162,16.6902,-0.252666,2.79743,16.7846,-1.43636,0.0978501,1.1837,0.852475,0.348158,-1.43636,0,Timeout_Fail
1.77493e+09,3.31816,19.8996,-1.79833,3.37482,20.2489,-1.941,0.353955,0.142678,2.20576,1.42413,-1.941,1,Touchdown_Success
1.77493e+09,4.41472,26.698,-2.00524,4.51915,27.1149,-1.61419,0.429798,0.391046,2.47206,1.06297,-1.61419,1,Touchdown_Success
1.77493e+09,2.49998,16.776,-1.1154,2.82616,16.9569,-1.22733,0.372996,0.111927,2.78112,2.44934,-1.22733,1,Touchdown_Success
1.77493e+09,3.25354,18.7463,1.42897,3.09235,18.5541,1.88139,0.250875,0.452415,2.99647,2.83723,1.88139,1,Touchdown_Success
1.77493e+09,3.61837,19.3577,-3.78578,3.31392,19.8835,0.799312,0.607586,4.58509,1.85183,1.64734,0.799312,0,Timeout_Fail
1.77493e+09,3.79443,22.4969,-3.77784,3.75251,22.5151,-0.618608,0.045702,3.15923,1.52676,1.49297,-0.618608,0,Timeout_Fail
1.77493e+09,2.27669,15.927,1.74738,2.62698,15.7619,1.60075,0.387267,0.146625,2.0922,0.983606,1.60075,1,Touchdown_Success
1.77493e+09,3.34135,22.7154,-1.55664,3.78635,22.7181,-1.98521,0.445009,0.428573,5.12783,4.6694,-1.98521,0,Timeout_Fail
1.77493e+09,3.37143,18.7398,0.648258,3.13442,18.8065,-0.986442,0.246231,1.6347,2.19002,1.54518,-0.986442,0,Timeout_Fail
1.77493e+09,2.51125,16.322,1.54881,2.65096,15.9058,1.79363,0.439056,0.244816,2.11473,1.6682,1.79363,1,Touchdown_Success
1.77493e+09,2.45033,16.8034,-1.02265,2.8207,16.9242,-1.14424,0.389569,0.121587,2.89962,2.39041,-1.14424,1,Touchdown_Success
1.77493e+09,3.13088,19.6928,-1.81966,3.3107,19.8642,-1.95986,0.248415,0.140197,2.12579,1.50658,-1.95986,1,Touchdown_Success
1.77493e+09,2.21241,15.9017,1.76541,2.62352,15.7411,1.81858,0.441367,0.0531699,1.85599,0.139598,1.81858,1,Touchdown_Success
1.77493e+09,4.369,26.1121,-2.02973,4.42276,26.5366,-1.57671,0.427851,0.453019,2.04868,0.385978,-1.57671,1,Touchdown_Success
1.77493e+09,2.80826,16.0714,0.948215,2.71902,16.3141,0.803939,0.258595,0.144276,2.55552,2.53824,0.803939,1,Touchdown_Success
1.77493e+09,2.80872,17.1868,-1.34019,2.89362,17.3617,1.17151,0.194448,2.5117,2.06698,1.78749,1.17151,0,Timeout_Fail
1.77493e+09,4.11045,25.4086,-2.96612,4.23294,25.3977,0.222478,0.122982,3.1886,1.91523,1.82605,0.222478,0,Timeout_Fail
1.77493e+09,3.14156,18.6632,-4.02194,3.11896,18.7138,-0.0818331,0.055354,3.94011,1.80191,1.78041,-0.0818331,0,Timeout_Fail
1.77493e+09,3.1891,19.242,-0.984054,3.28008,19.6805,-1.1136,0.447746,0.12955,2.5648,2.34411,-1.1136,1,Touchdown_Success
1.77493e+09,3.30421,19.9716,1.01135,3.3419,20.0514,-1.16417,0.0882648,2.17551,0.790042,0.250635,-1.16417,0,Timeout_Fail
